Q,A,label
하지만 해야 할 얘기는 해야 하고 가르칠 일은 가르쳐야죠. 알아서 할 테니 내버려 두라고 하는데 어느 정도여야 내버려 두죠. 당신도 우리 아들 방 상태를 알잖아요.,"물론 심각한 수준이긴 하지만 그래도 성인이니 그 아이의 의견을 존중해 줘야 한다고 생각해요. 당신도 이제는 화나는 마음, 걱정하는 마음을 내려놓고 지켜봐야 하는 순간이 되기도 한 거 같고요. 마음을 조금 편하게 지켜보는 노력도 필요해요.",1
당신 얘기를 들으니 제가 너무 심했다는 생각이 조금 드네요. 아들이 성인인데 너무 품 안에 자식으로 대했나 봐요. 당신 덕에 화나던 마음이 조금 가라 앉았어요.,평소와 다르게 너무 화를 내서 걱정했어요. 마음이 조금 진정 된 거 같아서 다행이에요. 당장 화를 낸다고 해서 해결되는 문제는 아니니 우리가 조금 더 기다려줘야 할 것 같아요.,2
"네, 제가 너무 조급한 마음이었던 거 같아요. 뭐든 습관이 되려면 오래 걸리는 건데 말이에요. 아들에게 조금 미안해 지네요.",당신이 좋은 마음에서 그런 거니 너무 마음 쓰지 말아요. 아들도 분명히 이해 할 거예요. 당신이 우리 가족을 위해 그런다는 걸 우린 다 알아요.,2
약속 시간 맨날 늦는 친구가 오늘 또 핑계를 대면서 늦네. 진짜 더는 못 참겠어.,그래? 네가 지금 화가 많이 났겠다. 날씨도 더울 텐데 괜찮아?,2
그러니까. 짜증 나 죽겠어. 매번 이런 식이니 만나기도 싫어 이제는.,네가 그렇게 느끼는 게 당연해. 나라도 매번 늦는 사람에겐 좋은 감정이 들 수가 없더라.,2
나를 무시하는 거 아니야? 자기 시간만 소중하고 내 시간은 소중하지도 않다는 건가? 진짜 화나네.,"네가 친구에게 너무 실망하고 화난 마음은 이해하지만, 친구가 그렇게 생각해서 늦는 건 아닐 거야. 너무 감정 상하지 않았으면 좋겠어.",1
안 그러려고 해도 그게 잘 안되네. 나만 손해 보는 느낌이 너무 싫다.,오늘 만나면 진지하게 이야기를 해보는 건 어때? 네 감정을 솔직하게 털어놓으면 너도 감정이 해소가 되고 친구도 심각성을 느낄 것 같아.,1
그럴까? 그동안 항상 참아왔더니 정말 한계에 다다른 것 같아.,"응. 친구의 행동을 비난하라는 게 아니라, 있는 그대로 네가 느끼는 감정을 털어놓으면 좋을 것 같아. 친구 사이에 그런 감정의 교류는 정말 필요한 일이니까.",1
네 말이 맞아. 지금 네 말을 듣고 어떤 말을 할지 생각만 했는데도 이미 화가 많이 풀리고 차분해졌어. 그리고 친구랑 계속 잘 지내고 싶은데 어떻게 해야 할지 몰랐었거든.,그동안 화가 많이 쌓인 상태였을 텐데 그래도 친구와 좋은 감정으로 지내고 싶어 하는 마음이 멋지다. 너 정말 마음이 정말 넓구나.,2
"네가 조언해준 덕분에 나도 차분하게 친구와 잘 얘기해볼 수 있을 것 같아. 기분이 좋아졌어, 고마워.",네 마음이 좋아졌다니 다행이야. 친구랑 만나서 잘 얘기 나누고 즐겁게 보내고 오길 바라!,1
오늘 주식 시장 폭락 수준이 어마어마해요. 난 다행히 어제 주식을 거의 다 팔았어요. 얼마나 기분 좋은지 몰라요.,정말 잘했네요. 어떻게 폭락을 예감했어?,0
"아니, 그런 건 아니고 이익이 조금 났길래 욕심부리지 말자 싶어 판 거지요.",그러기가 쉽지 않은데 판단을 아주 잘했네요. 과유불급의 지혜를 발휘했어요.,2
오늘 가슴을 쓸어내렸다니까요. 어제 팔까 말까 많이 망설였거든요. 안 팔았으면 오늘 어땠을까 생각만 해도 아찔해요.,얼마나 다행한 일이에요. 힘들게 번 돈을 투자했는데 손실이 나면 너무 속상하잖아요.,2
사람 마음이 참 간사해서 이 정도 수익에서 팔아야겠다 마음먹어도 막상 예상 수익에 도달하면 더 큰 수익을 얻고 싶어지는 거예요. 내일이면 더 오를 것 같아 팔고 싶지 않아지고요.,그러기가 쉽지요. 주식 투자하다가 패가망신하는 거잖아요. 그런데 감정화자씨는 어떻게 잘 빠져나와 위기를 모면했어요?,0
요즘같이 변동성이 심한 상황에서는 욕심을 부리면 안 될 것 같더라고요. 나도 그전엔 욕심부리다가 손실 많이 보기도 했지요.,"참 대단해요. 우리 회사 동료들 주식에 투자하면 일희일비하면서 감정 기복이 심하던데, 감정화자씨만은 별로 안 그런 것 같더라고요. 요즘처럼 주식 시장이 안 좋을 때 수익도 내고요.",2
나도 마찬가지예요. 주식 투자를 시작한 걸 후회하기도 하고요. 그런데 경제 공부한다 생각하고 마음을 다독이며 투자하는 거예요.,감정화자씨가 욕심 안 내고 차분히 공부하는 자세로 투자하니 좋은 결과가 있는 거 같아요. 나도 배워야겠다는 생각이 드네요.,2
욕심 안 내서 폭락장을 피했다고 생각하니 마음이 편안하고 좋아요.,"수익 낸 것도 참 좋지만, 폭락으로 마음고생을 하지 않아도 되는 걸 더 축하해요.",2
"윤 대리님, 오늘 저 너무 슬퍼서 눈물이 다 나려고 해요.","매일 환하게 웃고 다니는 김 대리가가 그런 기분이라니, 별일이네요.",0
남편은 아이들 교육에 너무 무심해요. 나 혼자 애태우는 것 같아서 얼마나 눈물이 나는지 몰라요.,언제나 아이들 공부에도 열의를 보이셨잖아요. 교육비 때문이라 더 슬프겠어요.,2
며칠 전 큰애 영어 학원 추가로 등록하면서 돈 좀 달라고 했더니 남편이 없다고 하는 거예요. 일단 친정에서 백만 원 빌려 해결했지요.,결혼하고 나니 친정에 돈이야기 하기가 힘들었을 텐데 아이들 일이라 용기를 냈군요. 대단하네요.,2
그랬는데 아침에 세탁소에 남편 옷 맡기려고 주머니 확인하는데 현금 삼백만 원이 나오는 거예요.,정말 섭섭하고 황당했겠어요.,2
돈이 있다고 말했으면 친정에 아쉬운 소리를 안 했을 텐데요. 몰래 뒷주머니를 차고 있다니 속상해요.,혼자 속앓이 그만 하고 남편에게 물어봐요. 분명 사정이 있을 거예요. 사업에 필요한 돈일지도 모르고요.,1
"하긴, 생활비를 벌어보려고 밤낮 가리지 않고 일하는 사람이긴 해요.",감정화자씨가 애들 교육 잘하려고 애쓰는 잘 알 텐데 설마 딴 주머니 일 리가요.,0
그 돈을 보는 순간 얼마나 눈물이 나던지요.,보자마자 서글픈 건 당연해요. 하지만 아직 모르는 일이니까 퇴근하면 차분히 물어봐요.,1
"네, 겠어요. 내가 돈 때문에 어려운 상황이다 보니 남편을 이상한 사람으로 몰고간 것 같네요.",남편은 감정화자씨가 제일 잘 알잖아요. 분명 네게 미처 말하지 못한 상황이 있을 거예요.,0
"공감화자님, 지금 화가 나서 견딜 수가 없는 상태인데 제 이야기를 좀 들어주실 수 있나요.","감정화자님, 무슨 일이에요. 당연히 들어줄 수 있죠. 어떤 일 때문에 화가 나셨는지 말씀해 주셔도 돼요.",0
제가 오늘 저녁에 외출을 했거든요. 길을 가다가 남편 차를 봤는데 남편의 차 옆자리에 여자가 타고 있었어요. 제 남편이 외도를 하는 것 같아서 화를 참을 수 없어요.,누가 탔는지 보셨나요. 여자분이 아는 분이실 수도 있잖아요. 확실한 것은 아니니 오해일 수도 있지 않을까요.,0
얼굴은 자세히 못 보았지만 제가 모르는 사람이었어요. 저보다 어린여자였는데 외도를 하는 게 분명해요. 배신감에 분노가 치밀어 올라요.,낯선 여성이 조수석에 앉아 있어서 정말 화가 나셨겠어요. 저라도 그 장면을 보자마자 화가 머리끝까지 났을 것 같아요. 마음이 진정되지 않으시겠어요.,2
저는 처음에 제가 잘못 본 줄 알았어요. 머리가 긴 남성일 수도 있지 않을까 생각하며 두근거리는 마음에 계속 쳐다봤는데 여자였어요. 남편의 외도가 확실하다고 생각하는데 화가 나서 이혼을 하고 싶어요.,"잠시만요. 그래도 아직 남편에게 물어보기 전까지는 이혼을 생각하기에는 일러요. 혹시 아닐 수도 있으니 일단은 확신하지 않는 게 어때요. 감정화자님은 남편과 대화를 잘하고, 남편이 여자 문제로 속을 썩인 적이 없잖아요.",1
남편이 여자 문제로 저를 신경 쓰게 하는 일이 여태까지 없었긴 했어요. 혹시 다른 상황이 있을 수 있을까요. 분노를 일단 누그러뜨리고 남편에게 차분하게 말을 해봐야겠어요.,화가 나서 차분하게 말하는 게 쉽지 않으실 텐데 좋은 생각이에요. 갈등이나 오해가 있을 때 그 문제를 극복하면서 서로의 신뢰가 두터워지잖아요. 그리고 아는 지인과 같이 차를 탔다거나 다양한 상황은 많을 거예요.,2
지난 기간 동안 갈등을 해결해 오면서 그럴수록 관계가 더 두터워지긴 했어요. 생활을 하다 보면 이성과 차를 같이 탈 수도 있을 상황이 있을 텐데 생각을 못 했네요. 오해였으면 좋겠어요.,감정화자님이 잘못하신 게 아니고 누구라도 충분히 그런 생각이 들 수 있어요. 집에 가서 남편과 함께 이야기해 봐요. 여태까지 많은 갈등을 겪고 극복해왔으니 이번 상황에서도 오해를 잘 풀 수 있을 거예요.,1
"그렇다면 정말 좋을 것 같아요. 이게 정말 하나의 에피소드로 넘어갈 일이었으면 좋겠네요. 공감화자님, 제 이야기에 답해주셔서 감사해요.",언제든지 고민이 있거나 오늘 같은 일이 있을 때는 제게 연락해 주세요. 이런 일이 있을 때는 서로 힘이 되어 주는 게 당연하죠. 그럼 내일 회사에서 뵐게요.,1
"여보, 요즘 큰 애가 수능이 다가오면서 많이 예민했잖아. 그걸 다 받아주다가 결국 나도 오늘 터져버렸어. 살다 살다 이런 하극상이 있나 싶어서 정말 화가 나더라고.",큰 애가 요즘 많이 저기압이다 싶었는데 무슨 일이야. 당신에게 대들기라도 한 거야?,0
큰 시험을 앞둬서 힘든 마음을 잘 알아서 비위를 잘 맞춰줬었어. 그런데 오늘따라 나를 하인처럼 부리는 것 같아서 참다 참다 화를 냈어. 아침밥이 이게 뭐냐는 둥 마음대로 방 청소하지 말라는 둥 온갖 명령을 해대는데 어떻게 참겠어.,요새 큰 애를 잘 챙기는 모습을 보면서 당신이 참 고생이 많다고 생각했는데. 정작 많은 돌봄을 받는 딸이 엄마를 그런 식으로 대하다니 얼마나 화가 났겠어. 딸의 미래도 소중하지만 나한테는 당신의 마음도 소중해서 나도 딸의 태도가 이해되지 않네.,2
"애가 왜 이리 감정 기복이 심해진 건지 부모가 자식의 눈치를 보게 되는 게 맞나 싶어. 어떻게 엄마한테 그런 식으로 하대할 수가 있는지 너무 화가 나. 새벽에 일어나 수험생 뒷바라지하는 심정을 이해해 주는 건 바라지도 않지만, 최소한 신경질은 내지 말아야지.","당신이 항상 새벽부터 일어나 애들 뒷바라지와 내 뒷바라지까지 해주는 건 정말 고마울 뿐이야. 내가 일이 바빠서 함께 아이들을 제대로 못 챙겨서 정말 미안하네. 나라도 당신 어깨를 주물러 주며 피로를 풀어줘야 하는 건데, 그동안 당신이 아주 힘들었겠다.",2
당신은 가족들을 위해 열심히 일하니까 바깥에서도 힘들 거 아니야. 집 안에서는 내가 아이들을 잘 통솔해야 하는데 그게 안 되니 너무 화가 나. 내가 너무 오냐오냐하면서 잘못 키웠나 봐.,"당신은 아이를 정말 바르게 잘 키워낸 좋은 엄마야, 절대 오냐오냐 키우지 않았어. 아마 수능이 더 큰 압박으로 다가오면서 실수를 한 것 같아. 우리 딸은 그 힘들다는 사춘기도 무사히 넘어갔잖아, 그러니까 이번엔 우리가 너그러이 이해해 주는 건 어떨까.",1
수험생이라 이해해 주다가 끝나고 나서도 신경질적이면 어떡하지. 사회에 나가서 최소한 예의범절은 지킬 줄 알았으면 좋겠는데. 이렇게 내가 봐주다가 엇나갈 것 같아.,무조건 봐주라는 것이 아니야. 이번 일은 큰 애가 잘못한 일이 맞으니 일이 끝나고 내가 직접 대화해 보려고. 다만 당신의 그 노여운 마음을 조금 풀고 큰애의 입장에서 그때 상황을 이해해 보자는 거야.,1
당신이 그렇게 말해주니까 굳이 화난 마음을 붙잡고 있을 필요가 없는 것 같아. 큰 애도 나름대로 자기만의 상황이 있었을 텐데 생각해 보니 내가 너무 어른스럽지 못했네. 당신의 말을 듣고 화난 마음을 좀 가라앉혔어.,"아니야, 충분히 화가 날 수 있는 상황이 맞았어. 다만 우리 딸도 지금 엄마와 싸우고 많이 미안해하고 있을 테니 마음을 풀라는 거야. 우리 딸 아주 착한 애잖아, 집에 가서 함께 대화해 보자.",1
그래야겠어. 당신이 우리 아이들의 아빠라 참 다행이라는 생각이 들어. 난 참 감정적인 사람인데 이런 상황에서 이성적으로 판단하고 조언해 주니 너무 안정된다. 일도 바쁠 텐데 내 하소연을 들어줘서 고마워.,"당신이 힘들어하는데 당연히 들어 줘야지. 나도 당신같이 헌신적이고 다정한 사람이 내 아내라서 고마울 뿐이야. 오늘은 집에 빨리 들어갈 게 이따 봐, 사랑해.",2
내가 버스 탈 때마다 키 때문에 얼마나 불편한지 아니? 이것 때문에 받은 상처가 정말 어마어마해.,"아이고, 너 키 커서 부러웠는데. 그런 불편이 있는지 몰랐네. 늘 자리에 앉는다는 보장도 없고.",0
그러게 말이야. 손잡이 봉에 머리 부딪치는 일은 다반사야. 남들이 볼 때마다 상처받는단 말이야.,"그렇구나, 마음을 편하게 먹어. 난 무조건 키가 커서 좋은 줄 알았는데. 미처 생각을 못 했구나.",2
그럴 때마다 내가 바보가 된 느낌이 들어. 여기저기 머리를 박고 다니니 말이야.,그런 걸로 자신을 학대하지 마. 사람은 저마다 열등감을 느끼는 부분이 한두 가지씩 있지 않아.,1
그렇긴 하지만 서러운 건 사실이야. 어떨 때는 키 큰 사람을 배려하지 않는 사회에 대해서도 상처를 받아. 마치 소외된 외톨이 같아.,그렇게 확대해석할 필요가 있을까. 너 자신을 위해서 하나도 좋은 일이 없지. 스스로 마음을 키우면 상처를 덜 받지 않을까.,1
그런 희망이 기분 좋네. 그렇게 될 날을 위해 더 이상 상처를 만들지 않아야겠다.,그렇지. 이제부터는 불편한 것보다 키가 커서 자랑스러운 것만 생각해. 키 큰 너를 부러워하는 사람도 얼마나 많은지 알아? 장점을 굳이 단점으로 만들 필요는 없잖아.,1
내 키는 그대로잖아. 그런데 갑자기 생각에 따라 이렇게 좋기도 하고 나쁘기도 하네.,"그럼, 상처를 계속 안고 있을 이유가 없지. 우리는 더 큰 세상으로 나가야 하잖아. 마음을 키우면 상처를 더 이상 붙들고 있지 않게 되겠지.",2
"그래, 맞아. 네 덕분에 이제 용기가 생긴다. 더 이상 상처받지 않는 사람이 될 거야.",상처는 받는 사람이 만들어내는 것이라는 생각이야. 주는 사람의 의도성이 없다면 우리 이제부터 상처를 만들지 말자. 긍정적인 생각만 하도록 하자.,1
"고마워, 너와 이야기를 나누니 마음이 편해졌어. 키가 크든 작든 너무 외적인 것에 매달리지 않는 각오를 해야겠어.",이번 기회에 가치관이 바뀌는 것을 경험했어. 네 덕분에 나도 좋은 공부가 되었어.,2
"공감화자님, 저 자꾸 제 피부가 신경 쓰여서 당황스럽고 참 마음이 편치 않아요. 비타민 대신 귤을 많이 먹었더니 손이 노랗게 변해서 당황스러워요. 너무 확연하게 노란색이라서 남들이 이상하게 볼까 봐 자꾸 남의 시선을 의식하게 되네요.","감정화자님, 예상치 못하게 피부색이 뚜렷하게 변화하면 얼마나 당황스럽겠어요. 게다가 수많은 사람들을 만나야 하는 회사에서 그렇게 되었으니 당연히 남 시선이 신경 쓰이겠죠. 저라도 괜히 눈치가 보일 것 같아요.",2
얼마나 티가 많이 나는지 출근한 이후로 벌써 세 명이나 왜 그러냐고 물어봤어요. 그때마다 얼굴이 달아오르고 부끄러워서 혼났어요. 세 번이나 그런 일이 반복되니 자신감이 사라지고 위축이 되네요.,물어봤던 사람들도 악의를 갖고 있거나 감정화자님을 놀리는 게 아니었을 거예요. 정말 단순하게 왜 그런지 궁금했던 걸 거예요. 너무 위축될 필요 없다고 생각해요.,2
저도 그러기를 바라지만 너무 어린애 같은 실수잖아요. 그래서 참 부끄럽고 창피스러워요. 발이라면 감출 수 있는데 손이라서 숨길 수도 없어서 당황스럽네요.,저는 솔직히 이유를 듣게 되면 안 좋은 생각보다는 그저 귀여울 것 같아요. 다른 사람들도 그저 즐겁고 귀여운 에피소드 정도로 취급하고 넘어갈 것 같은데요. 너무 심각하게 고심하실 필요 없을 것 같아요.,2
제게 왜 그러냐고 물어보신 분도 처음에는 황달이냐고 걱정하시더니 귤 때문이라고 하니 웃으시더라고요. 그때는 너무 부끄러워서 비웃는 건가 싶었는데 지나고 보니 그냥 웃어넘기신 것 같아요.,이게 크게 비웃거나 놀릴 일도 아니라고 생각해요. 사소한 해프닝 정도니까 너무 과하게 고민하지 말아요. 다들 재미있게 생각하고 웃으면서 잊어버릴 거예요.,1
무엇보다도 황달 소리를 들으니 괜히 더 신경이 쓰이더라고요. 빨리 오늘 일과가 끝나고 퇴근해서 집에 가고 싶어요. 어디 문제 있는 사람처럼 보이나 싶으니 남의 시선이 엄청 신경 쓰이네요.,한 번 신경이 쓰이기 시작하면 정말 속수무책으로 신경이 쓰이는 것 같아요. 아무리 스스로 그만 신경 쓰자고 되뇌어도 할 수 없이 꺼림칙하게 되더라고요.,2
남이 뭐라고 하지 않더라도 괜히 혼자서 위축되고 부끄러워지는 마음인 것 같아요. 그렇지만 공감화자님께서 별일 아니라고 용기를 주신 덕에 한결 마음이 가벼워졌어요.,시간이 지나고 보면 오히려 웃으면서 먼저 꺼낼 수 있는 수준의 이야기라고 생각해요. 감정화자님을 안심시키기 위해 하는 말이 아니에요. 진심으로 그렇게 생각해서 하는 말이니 믿으셔도 돼요.,1
그리고 이런 일도 겪어봐야 다음부터 귤을 적당히 먹겠죠. 다 실수를 통해서 새로운 것을 배우는 과정인 거겠죠. 마음이 좀 정리가 되네요.,움츠러들었던 감정화자님의 마음이 펴진 것 같아서 저도 흐뭇하고 다행이에요.,2
오늘 소개팅도 실패한 것 같아. 역시 난 안 되려나 보다.,왜? 상대가 마음에 안 들었어?,0
외모도 내 스타일이고 이야기도 잘 통해서 좋았지. 이 사람이랑 꼭 잘 되었으면 좋겠다고 바라고 있었는걸.,네 까다로운 눈에 들기 쉽지 않은데 좋은 사람 만났나 보다. 그 정도면 걸릴 게 아무것도 없는데 왜 실패야.,0
끝마무리가 애매한 걸 보니까 그쪽에서 나를 별로 마음에 안 들어 하는 것 같아. 나 싫다는 사람 붙잡는다고 잡힐 것도 아니고 내가 마음 접고 포기하는 수밖에 없겠지.,왜 이렇게 기가 죽었어? 그쪽 반응이 별로였어도 네가 용기를 내보면 상황은 얼마든지 달라질 수 있으니 기운 내.,2
그냥 다음에 식사 한번해요 하고 끝이더라고. 내가 뭔가 실수라도 한 건가 생각하다 보니 우울하네.,그 정도 인사말은 다음을 기약한 건데 왜 그렇게 부정적으로 생각해.,0
아니야. 저건 진짜 날 또 보고 싶다는 뜻이 아니잖아. 그냥 인사치레로 헤어질 때 하는 말인걸. 마음에 들었는데 이렇게 되어버리다니 너무 속상하다.,넌 그걸 단순한 인사로 받아들이면 실망할 수 있지. 네가 이렇게 마음 아파하는 모습 보니까 나도 덩달아서 침울한 기분이네.,2
차후를 기약하려던 거면 정확한 날짜에 약속을 잡았을 텐데 이건 아니잖아. 잘 해보고 싶었는데 실패하다니 마음이 무겁다.,그래도 너와의 만남을 기대하는 마음이 조금이라도 있으니까 다음에 보자는 인사를 했을 거야. 그냥 조심히 들어가라고 해도 되는데 그런 인사말을 한 걸 보면 희망이 있으니까 너무 우울해하지 마.,1
그런 건가? 너무 나 좋을 대로 해석해 주는 거 아니야?,네가 정말 마음에 안 들었으면 일말의 여지도 주지 않았겠지. 그런데 다음을 기약했으니 그쪽도 널 긍정적으로 봤을걸? 그러니까 자신감 되찾고 기운 내.,1
이번 달에는 아예 SNS를 탈퇴할까 싶어. 처음에는 SNS에 시간을 많이 쓰는 게 문제인 줄 알았는데 아니었어. 그것보다 감정 소모가 너무 심한 것 같아.,맞아. 나도 스토리 올리고 누가 내 게시물을 봤는지 확인하는 게 일상이 되었어.,2
얼마 전에도 친구들이 나만 빼고 카페 투어를 다녀왔더라고. 그런 게시물을 볼 때마다 '좋아요'를 누르기는 하지만 너무 스트레스를 받아. 그걸 보는데 너무 슬프고 우울해서 잠이 안 왔어.,네가 없는 사진을 보니 친구들에게 섭섭한데 말은 하면 부담스러워할까 봐 얘기하지 못했구나. 의도치 않게 그런 감정을 느끼게 되니 정말 속상했겠다. 나랑 다음에 더 좋은 곳에 가서 놀다 오자.,2
"나랑 친하지 않은 사람들의 일상을 봐도 똑같아. 나는 맨날 똑같은 일상을 보내는 것 같은데 남들은 해외여행이니, 명품 쇼핑이니 자랑하잖아. 그런 걸 볼 때마다 내 일상만 초라한 것 같아서 너무 속상해.",무슨 얘기인지 너무 공감이 간다. 나도 친구들이 올리는 사진 보면서 그런 생각을 한 적이 있었어. 그래서 사람마다 각자 추구하는 삶이 다른 거라고 생각하니 좀 나아지더라.,2
매번 남들과 비교하지 말자고 다짐하면서도 인스타그램만 하면 자꾸만 위축돼. 무엇보다 친구들의 기쁜 소식을 보고도 마음껏 축하하지 못한다는 게 너무 우울해. 내가 너무 형편없는 사람인 것 같아서 슬프기도 하고 말이야.,네가 그렇게 생각하게 된 심정도 이해가 간다. 그렇지만 스스로 네 가치를 깎아내리지는 않았으면 좋겠어. 너는 존재만으로도 빛이 나는 사람이야.,1
인스타그램만 보면 내 일상은 너무 평범해서 마땅히 올릴 것도 없어. 나만 빼고 행복한 것 같아서 우울할 때가 너무 많아. 나도 나름대로 열심히 살고 있는데 말이야.,난 네가 열심히 하는 모습을 보면서 배울 점이 많다고 늘 느껴왔었어. 굳이 자랑하지 않아도 정말 근사한 삶인걸. SNS에 너무 몰입하지 말고 마음을 편히 가져.,1
네 얘기를 들으니까 내가 너무 남들과 비교하면서 시간을 보냈단 생각이 들어. 앞으로는 나 자신에게 좀더 집중해야겠단 생각이 들어. 오늘도 네 덕에 많은 걸 느끼고 배우게 되었어.,나도 네 말을 듣고 나를 돌아보는 시간이 될 수 있었는걸. 뜻깊은 대화를 나눈 것만 같아서 기분이 좋다. 그렇게 얘기해줘서 고마워.,2
너랑 얘기하면서 마음이 한결 가벼워졌어. 이제는 다른 사람과 나를 비교하지 않을래. 내 얘기를 들어줘서 정말 고마워!,앞으로 하는 일도 다 잘 되길 바랄게!,2
딸이 피씨방에 중독된 것 같다고 했던 거 기억나? 나한테 숨긴 채로 피씨방에 돈을 너무 많이 쓰길래 그걸 방지하기 위해서 용돈 기입장을 만들어줬어. 그런지 3개월이 다 되어가는데도 용돈 기입장을 채우기는커녕 여전히 게임에 돈을 과도하게 많이 써.,기억나지 그럼. 너가 딸이 게임에 중독돼서 피씨방에 용돈을 다 써버린다고 속상해했잖아. 용돈 기입장을 만들어줬음에도 불구하고 아직도 그대로라니 기분이 안 좋겠다. 좋지 않은 습관이 내내 고쳐지지 않아서 정말 답답하겠구나.,2
응. 그래서 어제 저녁에 딸을 불러서 이야기를 좀 나눴어. 피씨방에 쓰는 돈을 줄이고 용돈 기입장을 작성하라는 엄마의 말을 왜 이렇게 듣지 않냐고 혼냈어. 내 말을 듣지 않는 딸의 모습에 나도 모르게 화를 내버린 거야.,나였어도 답답한 마음에 화가 났을 것 같아. 딸이 평소에 너의 말을 잘 따르잖아. 그럼에도 불구하고 돈이라는 중요한 부분에 있어서 말을 듣지 않으니 그럴 수밖에.,2
응. 그런데 내가 딸에게 너무 심하게 화를 내버렸어. 그래서 미안한 마음에 딸의 기분 전환을 위해 봄옷을 사 입으라고 용돈을 줬어. 그런데 그 돈마저 피씨방에 가서 탕진하고 온 거 있지? 너무 화나.,정말이야? 딸의 기분을 생각해서 준 용돈을 또 피씨방에서 모두 써버렸다니. 너의 말을 정말 존중하지 않는 듯한 느낌을 받아서 정말 기분이 안 좋겠다. 내가 너였어도 그런 딸의 모습에 실망스러워서 정말 화가 많이 날 것 같아.,2
응. 나의 말을 아예 귀담아듣지 않는다는 느낌을 강하게 받았어. 너무 화가 나서 어떻게 해야 할지 모르겠어.,너가 딸을 생각해서 해준 일이 딸의 실망스러운 행동으로 돌아오다니 화날 만해. 딸을 위하는 네 마음이 잘 전달되지 않았다는 생각이 들어서 심란했겠다. 평소에 딸을 이해하기 위해 노력하는 너가 얼마나 실망했을지 생각하니 나도 마음이 안 좋다.,2
내가 뭘 더 어떻게 해야 할지 모르겠어.,"네 심정이 충분히 이해돼. 정말 화가 나겠지만, 먼저 딸의 속마음을 듣고 헤아리려고 노력하는 모습을 보여주면 딸도 마음을 열지 않을까? 딸도 일부러 너의 말을 안 들으려고 그런 게 아니라 분명 말 못한 이유가 있을 거야.",2
생각해보니 이 문제에 대해 딸과 진지한 대화를 나누어본 적이 없네. 엄마라는 이유로 강압적으로 못 하게 막으려고만 했던 것 같아. 네 말을 듣고 보니 딸과의 대화를 통해 해결할 수 있겠다는 생각에 마음이 많이 놓인다.,마음이 놓인다니 정말 다행이야. 너가 너그럽게 이해해주고 딸의 입장을 들어보면 안 풀릴 일도 긍정적으로 흘러갈 거야.,2
네 말이 맞아. 딸에게도 어떤 이유가 있었을 거라 생각하니 내가 혼자 판단하고 화낼 게 아니었다는 생각이 들어. 우리 딸과 이야기를 나누어보고 긍정적인 해결책을 찾을 수 있을 것 같은 좋은 예감이 드네. 조언해줘서 고마워.,이런 상황이 있으면 얼마든지 나한테 연락해도 된다는 거 알지? 딸과 대화가 잘 풀리기를 바래.,0
여름은 이래서 마음에 안 들어.,무슨 일 있었어?,0
오빠네도 어제 정전되었어?,우리 동네? 정전은 없었는데.,0
"더워서 에어컨을 켜고 자볼까 했는데, 얼마 안 돼서 여기 동네가 정전이 된 거야.",정말? 큰일이었네. 그럼 에어컨을 아예 못 켜잖아.,0
"얼마 안 되어서 다시 전력 복구가 되긴 했는데, 에어컨은 전원이 안 들어오더라고. 그래서 설명서를 계속 찾아봤는데, 해결 방법이 마땅치 않았어.",정전되면서 에어컨이 어딘가 고장이 났나 보다.,0
그래서 밤에 더위를 선풍기로만 버텼어. 결국 잠을 설쳐버렸지만.,제대로 못 잔 상황에서 출근하려니 아침에 기분이 안 좋았겠다. 수리는 어떻게 하기로 했어?,2
