Q,A,label
"연락은 됐는데, 언제 오실지는 모르겠대. 우리 동네에서 나와 마찬가지로 원인 모를 고장인 세대가 많다나 어쩐다나.",그래서 우리 감정화자가 아침부터 툴툴댔구나. 이럴 때는 시원한 데서 맛있는 음식을 먹으며 데이트해야 딱 좋은데. 간만에 데이트나 할까?,1
어? 오빠 회사에서 바쁜 일은 다 끝났어?,회사의 바쁜 일보다 우리 감정화자가 더 중요하지. 오늘치 업무 금방 끝나가니까 네 회사로 데리러 갈게. 혹시 가고 싶은 맛집 있으면 거기로 가도 돼.,0
"신난다! 그럼 오빠의 추천 맛집 먼저 가고, 식사 후에 내가 가고 싶은 카페 가자.",좋은 생각이야. 얼른 마치고 달려갈게.,0
"선배, 저 오늘 점심 같이 못 먹겠어요. 죄송하지만 먼저 가서 드세요.",이 시간만 되면 배고프다고 제일 일찍 튀어 나가는 애가 왜 그래? 어디 아프니?,0
아침에 팀장님한테 엄청 깨졌잖아요. 좀 짜증나서 속이 안 좋아요.,"야, 회사 생활을 하면 다 그렇게 깨지고 혼나고 그러는 거잖아. 하루 이틀 일도 아닌데 왜 그러냐. 뭔데 말해 봐.",2
지각했다고 불려갔는데 사실 오늘 저 평소보다 1시간 일찍 나왔거든요. 근데 터널에서 교통사고가 나서 차가 엄청 막혔단 말이에요. 그래서 늦었거든요.,"아, 그 터널 추돌사고 현장에 너도 있었던 거야? 아이고, 큰일날 뻔했네. 그래, 그래서 늦었으면 짜증날 법도 하다.",2
"모처럼 부지런 떨어서 일찍 나왔는데 그 탓에 사고 목격하고 교통체증 엄청 겪고 상사한테 깨지기까지 하니까 하, 짜증나서 원.","당연히 그렇겠지. 1시간이나 일찍 나오는 게 어디 쉬운 일이니. 하필이면 그런 일이 생겨서 그 꽉 막힌 팀장한테 질책까지 듣냐, 많이 속상하지?",2
아무리 설명을 해도 듣질 않잖아요. 정말 서러워서.,"그러니까 억울하면 출세를 하라는 말이 있는 거잖냐. 네 마음은 잘 알겠지만 그럴 수도 있는 일이라고 툭툭 털어버려. 끼니는 거르지 말아야지, 같이 가자.",1
"아, 진짜 속에서 울분이 가시질 않네요. 그냥 안 먹을래요.",네가 팀장 같은 인간한테 혼났다고 끼니까지 거르면 되겠어? 서럽고 화가 날수록 더 잘 먹어서 이겨내야지. 네가 잘못한 것도 없는데 왜 밥까지 굶어야 하니.,1
"하, 선배 말 듣고 보니 그것도 맞네요. 밥까지 굶을 필요는 없네요.",바로 그거야. 가서 밥 든든히 먹고 아침에 있었던 모든 일 싹 다 지워버려. 뭐 밟았다고 생각하고 더 좋은 일이 생기려고 액땜했다고 생각하자.,1
"알았어요, 선배. 마음이 많이 풀리네요.",약자들끼리 서로 돕고 사는 거 아니겠어. 네가 성실하게 일찍 출근한 거 내가 알아줄게. 고생했다.,2
나 계속 일 하기로 했어요.,뭐? 너 퇴사하기로 하지 않았어? 일이 많아서 체력적으로 많이 힘들었잖아.,0
그건 그랬지. 급여도 적었으니까. 돈만 많이 주면 참 좋겠다고 생각했거든.,설마 급여 조정에 성공한 거야?,0
"하하. 맞아. 오늘 퇴사 이야기를 했는데, 대표가 연봉을 더 많이 제시하더라고?","헐! 완전 대박인데? 솔직히 돈이 너무 짜다고 그만두는 거였잖아. 와, 좋겠다?",0
그러니까. 이렇게 나를 붙잡을 거라곤 생각도 못 했는데.,"네가 진짜 일을 잘하기는 했나보다. 하긴 네가 경력도 좋지, 성과도 좋지, 놓치기는 너무 아까운 인재잖냐.",2
하하. 처음부터 돈을 더 많이 줬더라면 훨씬 좋았을 텐데.,그러니까. 그러면 네가 오늘 퇴사 이야기를 꺼내지도 않았지. 툴툴거리면서 일 다니지 않아도 되고.,0
그래. 돈만 미리 더 챙겨줬더라도 요즈음 기분이 안 좋을 일은 없었는데.,"야, 그래도 이제라도 연봉을 팍 올려주니 얼마나 좋으냐? 이거 완전 한턱 쏠 기분이겠는 걸?",2
"그래. 기분이다, 나와라. 술 한잔 살게.",축하주 거하게 쏴야 한다? 금방 갈 테니까 딱 기다려.,1
"대리님, 저 고민이 생겼어요. 들어주실 수 있으세요?",당연하지요. 어떤 일이에요? 감정화자씨가 진지하게 말하니 걱정돼요.,2
저 오늘 애인과 첫 키스를 했어요.,그건 좋은 일인데 왜 고민이라고 말하는 건가요?,0
키스는 얼떨결에 해버려서 실감이 안 나요. 근데 아직 사귄 지 1주일밖에 안 돼서 그게 고민이에요. 너무 빠른 건 아아닐까요?,그건 고민될 만하지요. 사람에 따라서 일주일은 이르긴 해요. 심지어 첫 키스였잖아요.,2
맞아요. 더 걱정돼요. 역시 제 맘을 잘 아는군요.,충분히 혼란스러울 만해요. 근데 사실 저는 사귄 지 3일 만에 한 게 내 첫 키스라서 놀랍진 않네요.,2
대리님도 그랬어요? 고민은 없었어요?,"저는 그냥 자연스럽게 받아들였어요. 내 남자친구를 너무 좋아했고, 저의 선택이었으니까요. 감정화자씨도 그렇게 생각하면 어때요?",1
맞아요. 저도 사실 싫지 않았어요. 오히려 좋았는걸요.,진도가 빠르고 말고는 중요하지 않은 것 같아요. 온전히 본인의 선택으로 한 행동이면 괜찮아요.,2
대리님 말이 맞는 것 같아요. 스스로 괜찮다고 생각했으니 첫 키스에 대한 걱정은 이제 하지 않을래요.,잘 생각했어요. 이런 종류의 고민은 언제든 환영해요.,0
공감화자씨는 영양제 많이 드세요? 저는 꾸준히 비타민C랑 D를 챙겨먹고 있거든요. 그런데 이게 정말로 효과가 있는건지 맨날 돈만 버리는 것 같아서 화가 나요.,감정화자씨는 되게 열심히 드시지 않아요? 회사에서도 자주 봤던 것 같아서 눈이 갔어요. 그렇게 오랜 시간 먹었는데도 효과가 전혀 없나요?,0
"네, 저는 항상 잠을 잘 못자고 만성피로를 달고 살거든요. 그러다가 약국에서 추천받은 뒤로 먹게 됐는데 지금도 효과는 잘 모르겠어요. 아직도 일어날 때마다 개운하지 않고 늘 피곤하니까 화도 나고 짜증도 늘었어요.",저도 예전에 눈 밑이 심하게 떨려서 마그네슘을 먹었거든요. 면역력에 좋다고 해서 유산균도 챙겨먹었는데 효과가 느껴지지 않았어요. 나중에는 귀찮아지고 챙겨먹는 거 자체가 스트레스여서 분노하게 되더라고요.,2
"네, 저도 공감화자씨가 말한 영양제들 다 챙겨먹고 있어요. 그런데 하나도 변화가 없으니까 그냥 상술이 아닌가 싶어요. 저한테 비타민 판매하고 싶어서 엉뚱한 거 추천한 게 아닐까요?","글쎄요, 비타민이 활력을 준다는 건 누구나가 다 아는 사실이잖아요. 우리처럼 사무실에서 일하는 사람들은 아무래도 영양소가 더 부족할테니까요. 특히나 증상과 약에 대해서 잘 아시는 분이 단지 판매 목적으로 콕 찝어 추천하지는 않았을 거예요.",0
"하긴, 그러겠죠. 하지만 뭘 해도 나아지지 않으니까 이제 영양제에 쓰는 돈도 아까워요. 아니면 저만 이렇게 효과를 못 보는 건가 싶어서 분노도 느껴지고요. 혹시 제 건강에 다른 큰 문제가 있는 건 아닐까요?",그런데 감정화자씨는 건강에 신경을 많이 쓰는 편이잖아요. 지금도 이런 저런 증상들을 그대로 방치하지 않고 적극적으로 해결하려고 하고요. 비타민을 꾸준히 챙겨먹거나 규칙적으로 운동하는 걸 보면 같은 직장인으로써 존경스럽다니까요.,2
하지만 그런 것들이 다 무슨 소용이 있나요. 그렇게 남들보다 노력하는데도 저는 항상 피로하고 수면도 질이 나쁜걸요. 그러니까 제가 더 이런 상황에 화가 나는거예요,"물론 비타민 같은 영양소도 우리 몸에는 정말 중요하지만, 정신건강이라는 것도 무시할 수 없어요. 이참에 스트레스를 관리하는 방법을 고민해보면 어떨까요. 하루를 기분 좋게 잘 마무리지어야 그 다음날의 시작이 행복한 법이잖아요.",1
공감화자씨 말을 듣고 보니 그렇네요. 저는 항상 하루를 끝내면 고단한 마음 뿐이고 다음날을 또 걱정했어요. 비타민이 문제가 아니라 제 마음의 병이 더 먼저였는지도 모르겠어요.,"네, 마음이 괴롭지 않아야 몸도 따라서 건강한거니까요. 명상이라던지, 긍적적인 말을 한다던지 그런 방법들이 꽤 도움이 된대요. 지금도 효과가 없는 영양제에 스트레스만 받고 있잖아요.",1
"맞아요, 비타민 탓만 할게 아니라 제 마음의 상태를 좀 살펴야겠어요. 걱정이 가득한 채로 잠이 드니까 아침에 눈을 떠도 즐겁지 않은 것 같아요. 이래서 정신이 몸으로 드러난다고 하나봐요.",사실 저도 그게 잘 안 되니까 매일 노력해요. 그 전에는 제 부정적인 생각들 때문에 몸도 더 안 좋았거든요. 같이 좋은 말만 쓰고 긍적적으로 생각하기로 노력해요.,1
"누나, 나 요즘 스트레스받아서 머리가 아플 지경이야. 요즘 대학 축제 철이라 그런지 밤새 너무 시끄럽거든. 아무리 축제여도 동네 주민들은 생각도 안 하는지 정말 화가 나 죽겠어.",직장 근처에서 자취를 하게 되어 좋다고 생각했었는데. 대학가에 살아서 그런 고충이 있는 줄은 몰랐네. 매일 야근으로 지친 몸을 이끌고 올 텐데 소음이 심하다면 네가 얼마나 힘들겠어.,2
안 그래도 요즘 바빠서 업무로 인한 스트레스가 장난이 아니거든. 거기에다가 매일 공연 소음까지 접하니 감정적으로 욱하게 되더라고. 자기들만 사는 것도 아니면서 너무 배려심이 없는 것 같아서 화가 나.,참을성 있고 이해심있는 네 성격을 알아서 그동안 네가 얼마나 참다가 터졌을지 알 것 같네. 웬만한 것은 다 이해하는 네가 이정도로 화가 난거라면 다른 동네 주민들도 고통받고 있을텐데 말이야. 축제는 언제 끝나는 거래?,2
이틀 뒤면 끝나는데 매 학기마다 이럴 텐데 그때는 또 어떻게 버틸까 지긋지긋해. 소음의 강도가 어느 정도냐면 귀마개를 하고 있어도 건물이 울려서 그 진동이 느껴지는 정도야. 나도 대학생활을 해 봐서 신나게 노는 학생들 마음은 잘 알지만 이건 아니라고 생각해.,쿵쿵 울리는 소음이라니 말만 들어도 너무 괴로울 것 같아. 그런 와중에도 학생들의 놀고 싶은 심정까지 이해하려는 네 너그러운 마음이 존경스럽네. 나였으면 처음부터 참지 않고 화를 내고 왔을 텐데 말이야.,2
주민들은 다들 괴로워하는데 누구를 위한 축제인지 모르겠어. 날마다 잠을 못 자서 사람이 신경질적으로 변하는 것 같아. 회사에서도 날이 서 있는데 집에서 까지 스트레스를 받으니 두통도 끊이지 않더라고.,잠을 제대로 못 자니까 그럴 만도 해. 누나가 너희 집 근처를 마침 지나는 중인데 약이라도 사서 너한테 가야겠다. 네가 걱정돼서 오랜만에 내 동생 얼굴도 볼 겸 너의 속상한 마음을 위로해 줄게.,2
나를 챙겨주는 누나의 마음이 새삼 느껴져서 감동이네. 계속 혼자 이런 상황을 견디느라 신경이 곤두서 있었거든. 누나가 날 위해서 와주겠다는 말이 너무 위로가 되는 것 같아.,혼자서 많이 외롭고 힘들었을 텐데 누나가 자주 찾아가 보지도 못한게 미안할 뿐이지. 축제는 곧 끝날 테니 너무 노여워 하지 말고 마음 풀자. 그리고 그런 수준의 소음이라면 민원을 넣는 게 좋을 것 같아.,1
그래야겠어. 계속 버티고 있는 것만이 정답은 아닌 것 같네. 민원을 넣고 얼른 축제가 끝나길 기다려야겠다. 누나는 내일 일찍 일도 가야 하는데 너무 무리하는 건 아니야?,안 그래도 부모님이 네 걱정을 많이 하셨는데 누나로서 동생이 잘 지내는지 가보려고 했었어. 네가 힘들다는데 당연히 내가 가 봐야지. 너희 집에서 하루 자고 출근하면 되니까 걱정하지 마.,1
혼자 버티기 힘들었는데 의지할 가족이 온다니 왜 이렇게 마음이 편안해지는지 모르겠어. 누나 덕분에 화를 많이 가라앉혔어.,내가 도움이 되었다니 다행이야. 누나와 밤 산책을 하면서 힘들었던 점들을 털어 놓는다면 더 나아질 거야. 조금만 기다리고 있어.,2
어머니 이번에 저희 아들 장가들어요. 그런데 마냥 지원해 주지 못해서 속이 상하네요.,우리 손주가 결혼할 만큼 벌써 장성했나 보구나. 나도 할머니로서 뭐 하나 해준 게 없어 미안하네.,2
다른 부모들은 다 집 한 채씩 해서 장가보낸다는데 돈 보태줄 형편이 안 되네요. 남들 해주는 만큼 못 해주어 너무 괴롭고 마음에 상처가 돼요.,네가 아들을 무척이나 사랑하는 마음에 뭐든 다해주고픈 마음 충분히 이해한단다. 나도 너 어렸을 적 학원조차 제대로 못 보내주던데 내내 마음에 걸리더구나. 부모가 남들처럼 자식한테 못 해줄 때 가장 마음에 상처가 되곤 하지.,2
아들의 제일 기쁜 날에 뭔가를 해줄 수 없다는 게 마음이 쓰리네요. 이렇게 마음을 갈퀴로 헤집는 느낌을 받을지는 몰랐어요.,네 아들은 이미 네가 잘 키워준 것만으로도 충분히 감사하고 있을 거야. 아버지라는 존재만으로도 든든하게 여겨지고 마음의 버팀목이 될 때가 많단다. 그러니 너무 상처받지 않았으면 좋겠구나.,1
아들이 처가에 책잡히진 않을까 걱정도 되고 아무것도 못 하는 제 자신이 너무 나약하게 느껴져요. 부모님의 마음이 원래 다 이런 걸까요? 어머니도 절 키우면서 많이 상처받으셨을 것 같아요.,네 마음도 아플 와중에 내 마음까지 신경 쓰다니 너는 참 배려심 넘치는 아들이야. 그러니 너의 아들도 너처럼 마음 다정하고 강건하게 바르게 자라지 않았겠니. 물질적 지원은 모자라더라도 정서적 안정감이 넘치는 가정으로 키워낸 것만으로도 대단한 거란다.,2
어머님 말씀대로 분명 자식에게 재정적 지원은 미흡했지만 화목한 가정을 이루었던 것 맞는 것 같아요. 그 부분을 자랑스럽게 여기니 굳이 상처받지 않아도 될 것 같아요.,나도 크게 해준 것 없었는데 너도 이렇게 잘 자라주었잖니. 분명 우리 손자도 그랬을 거라 믿어 의심치 않아.,2
"해준 것 없다니 그게 무슨 말씀이에요. 당치도 않은 말씀이에요, 어머니. 바르게 키워주신 것 감사하게 생각하고 있어요.",나도 네가 가정을 행복하게 잘 꾸려나가고 손주 바르게 키워줘서 고맙게 생각한단다. 늘 너의 가정의 평안을 마음속 깊이 응원하고 있어.,2
어머니 덕분에 마음의 짐과 괴로움이 덜어졌어요. 앞으로 더 자주 연락드리도록 노력할게요.,언제든 연락하고 빠른 시일 내에 손주 예비 아내 될 사람과도 밥 한 끼 나누자꾸나. 너희들 얼굴이 보고 싶구나. 볼 그날까지 건강히 잘 지내고 있으렴.,1
"여보, 나 친구랑 영화관에 가서 영화 보고 온다고 했잖아. 그런데 영화를 보다가 너무 창피한 실수를 저질러서 당황스러웠어.","당신 몹시 당황했나 보네. 우선 좀 진정하고, 어떤 일이 있었는지 물어봐도 될까?",0
영화를 보다가 놀라서 옆 사람에게 나초을 엎어 버렸어. 지금 생각해도 얼굴이 빨갛게 달아올라. 창피해서 어쩔 줄 모르겠어.,"저런, 당신 정말 많이 놀랐겠어. 주변에 사람들 보기에 부끄럽기도 할 테고. 지금은 좀 괜찮아?",2
"아니, 너무 부끄러워서 얼굴을 들 수가 없었어. 얼굴뿐 아니라 귀까지 빨개졌어. 지금도 놀라서 심장이 두근대는 것 같아.",낯선 사람에게 그런 실수를 했으니 당황스러울 만도 하지. 나라도 부끄러웠을 거야.,2
미안하기도 하고 창피하기도 해서 혼났어. 식은땀이 계속 등을 타고 줄줄 흐르더라고. 그 이후부터는 너무 당황해서 영화 줄거리도 기억나지 않아.,당신 정말 속상했겠다. 그 영화 정말 보고 싶다고 했었잖아. 보고 싶은 영화도 제대로 못 보고 그런 일까지 일어났다니 안쓰러운 마음마저 드네.,2
쥐구멍에라도 들어가고 싶은 심정이었어. 옆 사람에게 기어들어 가는 목소리로 미안하다고 사과하기는 했거든. 진심으로 받아들였을까 싶기도 하고 더 이상 어떻게 해야 할지도 모르겠고.,당신 아주 많이 힘들었겠어. 난처한 상황이니 어쩔 줄도 몰랐을 거고. 그래도 지난 일이고 다 해결됐으니 마음을 좀 편하게 먹어 보는 게 좋겠어.,1
그래야겠어. 하지만 지금 생각해도 답답하기만 하고. 내 자신이 그런 실수를 하다니 한심하게 느껴지기도 해.,"사람이면 누구나 크고 작은 실수를 하는 법이잖아. 지나간 일을 계속 곱씹으면 당신 마음만 계속 힘들어져. 지나간 일이고 잘 해결 되었으니, 다음에는 그런 실수 하지 않도록 주의하면 될 거야.",1
"부끄러운 마음뿐이었는데, 당신 말을 들으니 위로가 되네. 당신 덕분에 마음이 한결 가벼워진 것 같아.",당신 마음이 좋아졌다니 나도 기뻐. 힘든 일이 있으면 나에게 얼른 말해줘. 힘든 일은 함께 나눠야지.,2
진심으로 고마워. 영화도 다 봤고 저녁도 먹었어. 곧 집으로 들어갈게.,"그래, 괜찮아져서 다행이다. 집에서 보자!",2
지난 주말에 친구랑 당황스러운 일이 있었어요.,왜? 무슨 일 있었는데요? 결혼 준비하느라고 바쁘지 않으셨어요?,0
네. 결혼 준비로 축가를 친한 친구에게 부탁했는데 거절당해서 좀 당황스러워요. 계획이 틀어져서 머릿속이 복잡해졌어요.,무슨 이유가 있을 것 같은데. 친한 친구의 그런 중요한 자리의 부탁이라면 오히려 좋아해야 하는 거 아닌가요.,0
맞아요. 사실 친구가 노래를 잘하는 편이 아니라면서 부담스럽다고 거절했어요. 친구를 해 줄 거라 믿었기에 계획이 틀어져서 너무 혼란스러워요.,생각했던 계획이 틀어져서 많이 당황하셨군요. 생각했던 거와는 다른 대답에 혼란스러울 만해요.,2
맞아요. 제가 너무 과신했었나 봐요. 머릿속이 복잡해졌어요. 그래도 나름대로 계획성 있는 성격이라고 믿고 있었는데 계획이 다 틀어져서 머릿속이 깜깜해지더라고요.,왜 안 그러겠어요. 저라도 그 상황이라면 아주 당황스럽고 혼란스러울 거예요. 하지만 자신의 계획성 있는 장점을 의심하지 말았으면 해요.,1
그렇지만 그 친구 말고는 축가를 부탁할 사람을 못 찾겠는걸요? 아직도 어안이 벙벙해요. 이게 맞나 싶고.,노래를 불러주고 싶은 친구들이 많아도 부담감 때문에 못 해줄 수 있다고 생각해요. 하지만 업체도 잘 찾아보면 노래 실력이 좋은 분들이 많을 것 같아요. 다양한 방법이 있을 거예요!,2
그런가? 확실히 업체는 실력이 남다르기는 하더라고. 베테랑인 사람들만 있어서 그런가.,경험이 많은 업체라면 그러지 않을까요? 제가 보기에 당신의 장점은 꼼꼼하고 계획성이 있다는 거예요. 그러니까 그만 혼란스러워하고 힘내세요!,1
그렇게 말해줘서 고맙네요. 계획이 틀어지면 다시 계획을 꼼꼼히 짜면 되지.,좋아요. 그런 긍정적인 면이 훌륭해요! 보기 좋아요.,2
자기야 오늘 아침에 오랜만에 엄마랑 정육점 가서 한우 사왔어. 저녁에 가족들이랑 같이 고기 먹을 생각에 너무 기뻐.,오랜만에 가족들과 맛있는 음식 먹는다니 기쁘겠네.,2
본가에 와서 부모님 얼굴 만나서 옛날 어렸을 적 이야기하니 정말 행복하네.,보고 싶었던 가족들 만나서 정말 행복하고 기쁜 시간 보내고 있을 것 같아. 부모님이랑 함께 좋은 시간 보내고 있는 것 같아서 나도 덩달아 기분이 좋아지는 것 같네. ,2
아빠가 고기를 굽는다고 했는데 내가 그동안 자취하며 키운 실력으로 부모님께 음식 해드리고 싶더라고. 솜씨가 아주 좋은 건 아니지만 내가 요리한다고 하니 부모님께서 무척 좋아하시네.,"부모님께서 자기가 대견스러우시겠다. 게다가 자기는 요리도 잘하잖아, 난 자기의 요리는 뭐든 맛있더라.",2
정말 듣기 좋은 말이네. 자취방에서 고기 구워 먹고 싶었는데 방에서 냄새가 잘 안 빠져서 못 먹고 있었거든. 오늘 원 없이 먹을 거야.,올라와서 또 열심히 일하려면 든든하게 먹고 와야지. 자기가 기뻐하니까 난 이미 한우를 먹은 것처럼 행복하네.,1
그렇게 말해줘서 정말 고마워. 자기 덕분에 더 힘이 나는 것 같아. 다행히도 가족들이 한우를 모두 좋아해서 더 기대가 되는 중이야.,사랑하는 사람들과 먹고 싶었던 음식 먹는 거 정말 행복한 일인 것 같아. 자기 문자로도 기쁨과 행복이 모두 느껴지는 것 같아.,2
맞아 나 정말 기대돼! 맛있게 구워서 먹어야지! 다음엔 자기도 해줄게.,그래 나도 기대하고 있을게! 가족들하고 즐거운 시간 보내고 올라와.,1
"응, 정말 많이 보고싶어. 올라가자마자 연락할게.","그래, 오늘은 누구보다 행복하고 기쁜 하루 보내길 바라.",2
공감화자씨 지금 시간 좀 괜찮아요? 나 우리 딸들 때문에 마음에 너무나 큰 상처를 받았어요. 왜 이런 건 나를 쏙 빼닮은 건지 마음이 안 좋네요.,"대리님, 집에 무슨 안 좋은 일이라도 있으세요? 기분이 너무 안 좋은 거 같아서 제가 다 걱정이 되네요. 저 지금 시간 괜찮으니까 말씀하세요.",1
"우리 딸 둘이 전부 이혼해서 집으로 돌아왔어요. 그 모습들을 보는데 얼마나 가슴속에 상처로 되돌아왔는지 몰라요. 나도 이혼하고 딸 둘을 혼자 키운 거잖아요, 그런 상처가 떠오르면서 마음이 안 좋더라고요.","그런 생각을 하셨구나, 정말 마음이 안 좋으셨겠어요. 글에서도 대리님의 상처 입은 마음이 느껴져서 괜히 제가 다 마음이 아프네요. 어떤 심정으로 자녀분들을 바라보셨을지 너무나 이해가 될 거 같네요.",2
요즘 이혼은 흠이 아니라지만 그래도 아직 보는 시선들이 곱지 못하잖아요. 엄마를 닮아 딸들까지 그런다고 사람들이 수군대는 소리에 더 상처를 입었네요. 이 상처를 받은 마음을 애써 숨기고 있는데 딸들에게까지 느껴질까 걱정이 되네요.,이렇게 상처받고 힘드신 와중에 자녀분들 생각하시는 그 마음은 정말 대단하신 거 같아요. 저였으면 상처받고 화가 나는 마음에 뭐라고 잔소리하면서 내쫓았을 거 같아요. 정말 엄마는 위대하다는 말이 대리님을 두고 하는 말인 거 같네요.,2
그냥 나의 불운을 물려준 거 같은 미안한 마음이 들어서 그랬는지도 모르죠. 이 상처가 어서 아물어서 세 모녀가 행복하게 살아야 하는데 그럴 수 있을지 자신도 없네요. 가슴속 깊은 곳에 상처가 꽉 박혀있어서 쉽게 이겨낼 수 있을지 모르겠어요.,상처를 입은 마음이 클수록 이겨내기 쉽지 않은 건 이해합니다. 하지만 너무 부정적으로 생각하면서 더 큰 상처를 만들지는 않으셨으면 좋겠어요. 이럴 때일수록 마음을 굳게 가지시고 이겨낼 수 있다고 되뇌면서 노력한다면 나아질 거라 믿어요.,1
하지만 상처를 너무나도 크게 입어서 아무런 의욕도 들지 않고 노력하고 싶은 마음도 안 서네요. 이 상처로 인해 일의 능률도 떨어지고 모든 것이 재미가 없어요. 이런데도 내가 이 상처를 딛고 일어서서 예전의 행복했던 시절로 돌아갈 수 있을까요?,그럼요! 당연한 말씀이시죠. 대리님은 의지가 강하고 끈기가 있으신 분이잖아요. 조금 더 기운을 내셔서 용기를 가지신다면 반드시 이겨내실 수 있을 거예요. 대리님이 힘을 내셔야 자녀분들도 마음이 조금은 더 편할 거 같아요.,2
이렇게라도 나에게 힘이 되는 말들을 해주니 조금은 마음이 놓이는 기분이네요. 공감화자씨의 말처럼 기운을 차려서 언제 그랬냐는 듯 빨리 이겨내야겠다는 굳은 결심을 했어요. 이렇게 나를 이해해 주는 사람이 처음이었는데 정말 고맙네요.,"별말씀을요, 그렇게 말씀하시니 오히려 제가 더 감사하죠. 그런 의지를 가진 것만으로도 이미 반은 이겨내신 거나 다름없어요. 항상 포기하지 마시고 그런 마음만으로 어떤 일이든 금방 이겨내실 수 있을 거예요.",2
딸 둘이 전부 이혼해서 집으로 돌아와서 너무나 큰 상처를 받았어요. 심란하고 답답한 마음에 어쩌다 보니 공감화자씨한테 하소연하게 됐는데 그러길 잘한 거 같네요. 마음이 정말 많이 후련해졌고 생각도 못 한 위로까지 받아서 너무나 든든해졌어요.,언제든 마음이 답답하시거나 고민 상담할 사람이 없으시면 저한테 말씀하세요. 마음도 힘든 일을 겪었는데 말할 사람이 없어 혼자 이겨내려면 더 힘들고 이겨내기도 어려우실 거예요. 저는 늘 얘기를 들어드릴 준비가 되어 있으니 편하게 말씀만 하세요.,1
자기야 나 몸무게를 쟀는데 한 달 동안 10킬로가 늘었어. 어떻게 이럴 수 있나 너무 놀란 거 있지. 당황스러워서 아무 말이 안 나와.,자기가 극심한 체중 변화를 겪어서 많이 당황했겠어. 얼마나 막막할지 이해 돼. 약 때문에 체중이 불어나는 거니까 어쩔 방법이 없는 기분일거야.,2
평소보다 많이 먹은 것도 아닌데 이만큼이나 늘었다는 사실에 굉장히 놀랐어. 그렇다고 약을 끊을 수도 없으니 정말 어찌할 줄 모르겠어. 이러지도 저러지도 못하는 처지야.,내 말이 바로 그 말이야. 먹어서 찐거면 방법이라도 있는데 약 때문이니 어떻게 하면 좋겠어. 당황했을 자기를 생각하니 너무 안쓰럽다.,2
성인이 돼서는 10년 동안에도 10킬로를 쪄본 적이 없는데 한 달 만에 이런 일이 생기다니. 나한테도 이런 일이 생길 수 있다는 게 너무 당황스러워. 믿기지가 않고 이럴 땐 어떻게 해야 할지도 모르겠어.,병원에서 체중 변화가 있을 수 있지만 차츰 되돌아간다고 했다며. 초반이라서 급격히 변화했다가 서서히 적응되면 금방 다시 제자리를 찾을 거야. 너무 당황하지 말고 마음 편히 가져.,1
주의사항을 들었지만 막상 실제 상황이 되니까 어쩔 줄을 모르겠어. 당황해서 그런지 TV에서 봤던 고도비만 사례들이 계속 머릿속에 떠올라.,그런 사례랑 자기는 다른 상황이니까 연관 짓지 마. 우리는 처음 겪는 일이라 당황했지만 병원에서는 흔히 일어나는거니 놀라지 말라고 미리 말해준 걸거야. 그 말대로 좀 지나면 좋아질테니 안심해.,1
밥을 먹으면 더 살찌는 건 아닌지 모르겠으니 더 당황스러운 상황이야. 차라리 굶어야 할까 싶다가도 약 먹으려면 밥을 먹어야 하잖아. 어찌하면 좋을지 몰라서 고민 중이야.,당연히 끼니 잘 챙겨 먹어야지. 그래야 빨리 이겨내고 몸도 회복할 힘을 얻지. 분명히 곧 좋아질거니까 마음 편하게 가지고 좀 지켜보자.,1
자기가 그렇게 위로해주니 조금 안심이 됐어. 내 몸이 알아서 잘 회복하리라 믿어. 나는 그렇게 살찐 적이 없으니까 몸이 제자리 찾아가겠지.,꼭 그렇게 될테니 기운 내. 좋은 생각이 좋은 상황을 불러 올거야. 나도 그렇게 되길 바라고 있을게.,1
