Q,A,label
내일 자고 일어나면 조금 빠져 있으면 좋겠어. 부기라도 빠지게 스트레칭 좀 하고 자야겠어.,많이 움직여주면 아무래도 도움될 것 같아. 하루하루 몸무게 재면서 너무 스트레스받이지는 말고 느긋하게 생각하자.,0
"자기야, 미팅하기로 한 작가님이 차가 막혀서 많이 늦는다고 하시네. 카페에 혼자 앉아 있는데 그냥 이 작업은 없던 걸로 하고 일어날까 봐. 더는 이런 문제로 상처받고 싶지 않거든.",자기 마음이 벌써부터 지친 것 같아 나도 마음이 아프다. 도로 사정이 그렇다니 어쩔 수 없으신가 봐.,2
사정이야 어떻든 시간 약속을 안 지키는 사람은 이해할 수 없어. 예전에 비슷한 일로 친구와 연락을 끊은 적이 있거든. 약속 시간에 늦어서 역에서 한참을 기다렸는데 친구 혼자만 기차를 타서 크게 상처받았었어.,그런 사연이 있는 줄은 몰랐어. 여태 시간 약속에 민감했던 이유가 그때의 상처 때문이었구나. 정작 친구만 기차를 타고 가다니 남겨진 마음이 참 괴로웠겠다.,2
나도 기차에 타고 있는 줄 알았다고 하더라고. 꿈에 그리던 영화제에 가는 날이었는데 기차도 놓치고 기분이 상해서 그대로 집에 갔었어. 그때 버려진 기억이 너무 오래 남아 있어서 다시는 같은 일을 겪고 싶지 않아.,말만 들어도 안타까운 일이다. 다시는 상처받고 싶지 않은 자기 마음도 너무 이해해. 하지만 그런 방어 때문에 자기에게 오는 귀한 순간들까지 놓칠까 봐 염려도 된다.,2
사실은 나도 그래. 어떤 판단이 옳은지는 잘 모르면서 일단 상처받을 것 같은 모든 일들은 피하고만 있네.,"이런 말이 가혹하게 들릴지 몰라도 상처받을 각오로 사람을, 세상을 더 믿어봐도 괜찮아 자기야. 부딪히지 않고서는 이게 내게 필요한지, 아닌지 모르는 일들도 있잖아. 자기는 생각보다 강인한 사람이야, 조금 더 용기를 내도 돼.",1
나도 그러고 싶은데 그때 잃은 친구가 내게 너무 소중한 사람이었나 봐. 내가 내린 결정에 가슴이 아파서 밥도 한동안은 잘 못 먹었어. 어쩌면 누군가를 기다리는 일보다 그 때문에 사람을 잃는 게 더 무섭나 봐.,"착한 자기가 그간 혼자서 고민하고 애태웠을지 느껴져 내 마음이 짠하다. 어떤 이유로든 친구를 잃은 경험은 누구나 겪어봤을 거야. 그럼에도 세계는 무너지지 않고, 나는 회복될 여지가 있다는 걸 믿으면 마음이 나을 거야.",2
혼자만 겪는 일이 아니라고 생각하니까 그나마 위안이 된다. 자기 말처럼 내 세계는 여전히 흘러가고 있는데 뭐 하러 혼자만 과거 머물러 있나 싶기도 하고.,"두려움이 들 수 있지. 하지만 시련도 겪으면서 자기가 더 성장하는 거라 믿어. 겁내지 말고 조금 더 열린 마음으로, 내가 손해봐도 괜찮다는 마음으로 살아도 괜찮아.",1
"자기 말을 듣고 보니까 작가님이 조금 늦었다고 이 일을 포기하면 후회할 거 같아. 맞아, 손해 좀 봐도 괜찮아. 이렇게 기다리는 일도 있는 거지 뭐.",자기 마음이 편안한 것보다 더 중요한 일은 없을 거야. 어떻게든 마음을 다잡고 기운 내길 바라. 이번 일도 결국 훌륭한 작업물로 보람이 되어 돌아올 거야.,2
"공감화자야, 나 보증금이 없어서 아는 언니 집에서 얹혀살게 됐어.",결국 보증금을 못 구했구나. 마음이 무겁겠어.,2
"응, 모아둔 돈이 없고 대출도 안 나와서 집을 구하기 어렵더라고. 너도 알다시피 내가 할머니, 할아버지랑 사니까 그분들께 돈을 달라고 할 수가 없더라고.","정말 그랬겠다. 아무래도 할머니, 할아버지께서 일을 안 하시니까 손 벌리기가 어렵지. 네 마음이 오죽할까 싶네.",2
"내가 스스로 내 앞길을 만들어가면서 살아야 하는 신세가 착잡하고, 내 미래가 불투명해서 불안하네. 앞으로도 이렇게 계속 힘들게 사는 건 아닌지 모르겠어.",네가 의지할 곳이 하나도 없으니까 힘들었을 거야. 갑자기 혼자서 살아내야 하니까 얼마나 힘들고 불안할까? 누구라도 너처럼 혼자서 헤쳐 나가려면 너무 막막하고 불안할 거야.,2
"다른 애들은 자취방 얻어서 공부에만 전념한다는데 나는 등록금도 내가 벌어야 하잖아. 월세도 내가 준비해야 하고 그런 현실이 갑갑하고 불안해. 괜히 욕심을 부려서 멀리까지 대학을 온 건 아닌가 싶고, 앞으로 어떻게 해야 하나 조마조마해.","괜한 욕심이라니, 그렇게 말하니까 듣는 내 가슴이 너무 아프고 찢어지는 것 같아. 어려운 환경에서 그렇게 열심히 공부해서 네가 해낸 거니까 그런 생각하지 않았으면 해. 네가 쉽게 결정한 게 아니고 엄청난 노력을 하고 심사숙고해서 결정한 거잖아.",1
"그렇게 말해줘서 고마워. 가난의 굴레가 나를 덮쳐와서 불안하고, 그 불안 때문에 잠까지 설쳐. 할머니, 할아버지께 잘 해드리고 싶은데 그런 날이 올지 모르겠어.",잠까지 설친다니 얼마나 힘들고 괴로웠으면 그랬을까? 지금은 대학생이라서 어쩔 수 없는 부분도 있으니까 너무 속상해하지 마. 네 잘못이 아니야.,1
"내 잘못이 아니라는 말이 참 고맙긴 한데, 가난을 벗어날 수 없을 것 같아서 불안해. 나에게도 희망찬 미래가 있기는 할까?","물론이지. 너는 마음 먹은 일은 꼭 해내려고 노력하는 성실한 사람이고, 이제 겨우 시작인걸? 나는 네 능력과 착실함을 믿어. 너는 분명히 대학 생활도 잘할 거고, 취직도 보란 듯이 해내서 가난에서 벗어날 거야.",2
그렇게 말해줘서 고마워. 우선은 틈틈이 아르바이트하면서 보증금부터 마련해 봐야겠어. 네가 응원해주니까 힘이 난다.,"너무 불안해하거나 주눅 들지 말고, 너 자신을 믿어 봐. 넌 할 수 있어. 내 친구 힘내!",1
나 이 속도로 작업하다간 저녁도 굶을 것 같아. 며칠째 집중도 제대로 못 하고 이러고 있네. 밥도 제대로 못 챙겨 먹고 있는 게 조금 서러워.,연말마다 일이 너무 바빠서 큰일이다. 올해도 일이 많이 몰리는 바람에 피곤하고 지쳐서 그런 거지?,0
"응, 직업 특성상 연말·연초에 외주가 많이 몰리잖아. 이 시기엔 평소보다 일이 많고 피곤해져서 능률이 계속 떨어지나 봐.",점심도 바빠서 대충 때웠다고 하지 않았어? 매일 밥도 제대로 못 챙겨 먹고 일하다가 영양실조가 오진 않을까 걱정돼. 오늘 해야 할 일이 많이 남은 거야?,2
계획해둔 대로 마쳐야 모든 스케줄을 소화할 수 있어. 그러려면 저녁을 건너뛰어야 할 수도 있을 것 같아서 슬프네.,"자기가 슬픈 것도 이해가 가. 다 먹고살자고 하는 짓인데, 일에 치여서 끼니도 제대로 못 챙기잖아. 한국인은 밥심이라는 말도 있을 만큼 일에 있어서 밥이 얼마나 중요한데.",2
자기 말처럼 어느 순간 주객전도가 된 것 같아서 슬퍼. 이런 생각이 드니까 슬퍼져서 능률이 더 떨어지는 것 같기도 하네.,"일에 파묻혀 살다 보면 그런 감정을 느끼는 게 당연해. 그래도 자기에게 일이 쏟아진 이 상황을 돌이켜 봐봐. 자기가 그만큼 뛰어난 프리랜서라는 걸 반증하고 있잖아, 대단한 사람이라는 거지.",2
"그 말도 맞지만, 밥도 못 먹고 일에 집중하려니까 자꾸 잡생각이 나는 것 같아. 굶으면서 일해야한다는 슬픔이 오히려 악순환을 만드는 걸까? 이젠 이 많은 일들을 내가 감당할 수 있을지조차 의심이 돼.","심적으로도 체력적으로도 지치고 슬퍼서 부정적인 생각이 들 수 있어. 하지만 그런 이유로 자기의 실력과 자질에 대해서 의심하지는 마. 자기는 단한순간도 허투루 일한 적 없었고, 늘 멋진 결과물을 만들어냈잖아.",1
"그래, 자기 말을 들으니까 눈이 번쩍 뜨인다. 밥도 제대로 안 챙겨 먹고 몽롱한 상태에서 일하다 보니 자기 연민이 비하로 이어졌나 봐. 이렇게 우울해할 시간에 밥이라도 한술 더 떠서 힘을 내야겠어.","좋은 생각이야, 완벽하게 잘 해내고 싶다는 생각에 부담스러웠던 걸 수도 있어. 밥 먹고 한숨 돌리다 보면 마음에도 다시 여유가 생길 거야. 자기는 할 수 있어.",1
나보다도 나를 믿어주려고 해서 고마워. 매번 자기 덕에 다시 힘을 내서 일하는 것 같네.,스스로가 의심되고 지치면 언제든지 연락해 줘. 그럴 때마다 자기가 얼마나 대단한 사람인지 일깨워 줄게. 끼니 거르지 말고 잘 챙겨 먹으라는 잔소리는 덤이야.,1
"대리님, 10년 전에 제게 돈 빌려서 잠수 타버린 동창 이야기했던 거 기억하세요? 그 동료가 최근에 모습을 드러낸 거 있죠?",드디어 10년 만에 빌려줬던 돈을 받은 거예요?,0
그랬으면 얼마나 좋을까요. 모르는척하고 뻔뻔하게 나한테 아무 말도 없이 그냥 돌아다니더라요. 너무 화가 나요.,감정화자씨가 얼마나 오래 기다려줬는데 그렇게 나오다니 갑갑하겠어요. 나였어도 길에서 마주칠 때마다 생각나서 속이 끓을 것 같아요. 괜히 다시 나타나서 감정화자씨가 고생이네요.,2
"그러니까 말이에요. 도망갔으면 그냥 다른데 정착해서 살던가, 돌아왔으면 돈을 갚든가 해야지요. 아무것도 안 하고 저게 도대체 뭐 하자는 거예요.",근처로 돌아왔다니 생각지도 못하게 스트레스 받을 일이 생긴 거네요. 아직 돈 갚으라고 이야기는 안 해본 거지요?,2
말한다고 통할 상대가 아닌 것 같아서 이야기 안 했어요. 오래된 동료인데 마지막 남은 일말의 정까지 다 떨어져 버릴까 봐요.,혼자 고심하느라 마음이 무겁겠어요. 이러지도 저러지도 못할 상황에도 인연을 소중히 생각해 주는 마음이 참 대단해요.,2
하루 이틀 된 사이가 아니잖아요. 몇십 년을 알던 사이니까요. 무슨 어려운 사정이 있겠거예요?싶다가도 그럼 나한테 말이라도 하지 싶어서 화가 나요.,오래된 동료 사이니까 약한 소리 먼저 하기가 자존심 상해서 그럴 수도 있을 것 같긴 해요. 그래도 기다려주는 마음을 생각했으면 자존심 접고 솔직히 말하는 게 좋을 텐데 아쉽네요.,0
맞아요. 사정이 이러니 조금만 기다려 달라거나 최대한 노력해서 갚겠다거나 하면 내가 거절하겠어? 나에 대한 신뢰가 없어서 그런가요 싶기도 해요.,감정화자씨처럼 의리 있고 주위 사람 잘 챙기는 사람이 어디 있다고 마무리가 이래서 아쉽지만 그 동료도 감정화자씨를 좋은 사람이라고 생각하고 있을 거예요.,2
그렇게 말주니 고맙네요. 그 말 들어보니 그냥 없는 돈이라고 생각하고 마음 편히 지내야겠다는 생각이 드네요. 스트레스 받으면 나만 손해잖아요.,잘 생각했어요. 마주칠 때마다 얼굴 붉힐 일 생기면 감정화자씨도 정신적으로 지칠 거예요. ,0
어디 알바생 급하게 구할 수 없을까요? 공감화자씨 조카나 조카 동료라도요.,그새 알바생이 또 그만둔 거예요? ,0
내가 정말 화가 나서 미치겠어요. 겨우 구한 알바생이 손님이랑 말싸움하더니 그대로 나가버렸지 뭐예요.,새 알바생 구하느라 고생하더니 그거 말짱 도루묵이 되었네요. 속상해서 어떡해요. 나도 주변에 알바 할 애 아는 애가 없어요.,2
요즘 애들은 도무지 끈기도 없고 인내심이 없어요. 이런 말하면 꼰대라고 하겠지만 정말 분통이 터져요.,우리가 자라오던 때랑은 다르다고 하잖아요. 그러려니 하고 마음을 내려놔야 해요.,1
겨우 구해서 카페 일 알려주면 금방 그만두니 내가 장사를 할 수가 없어요.,그건 그렇겠어요. 일은 금방 그만두고 사람은 구하기 힘드니 이를 정말 어째요. 감정화자씨가 많이 힘들고 허탈할 것 같아요.,2
오늘은 평일이라 그나마 혼자서도 괜찮은데 주말이 문제예요. 당장 어떻게 하라는 건지.,누구의 손이라도 빌려야 할 것 같은데 제가 가서 도와주는 건 어때요? 나도 십년지기로 지내면서 어깨 너머로 커피 만드는 거 많이 봐왔잖아요. 편한 사람이 옆에 있으면 감정화자씨가 훨씬 마음의 안정이 되지 않을까요?,1
정말이에요? 공감화자님이 해주면 나야 너무 좋지요.,내가 제대로 된 알바생 구할 때까지는 주말마다 도와줄 테니까 걱정하지 마요. 세상일이 다 뜻대로 되겠어요. 가버린 사람 때문에 기분 나쁜 거 털어버려요. 이미 지나간 일이잖아요.,1
그러게요. 내 마음대로 다 되는 거 아닌 거 아는데도 이러네요. 그런데 공감화자님 정말 괜찮겠어요?,감정화자씨가 그 카페로 자리 잡으려고 얼마나 노력했는지 내가 다 알아요. 힘든데 내가 가만히 있을 수는 없지 않지요. ,2
어제 마트에 갔는데 장바구니를 가져오지 않아서 종량제 봉투를 돈 내고 샀지 뭐야. 필요한지 몰라서 안 챙긴 건데 진짜 너무 화가 나.,평소에 네가 환경 보호 때문에 장바구니 챙기는 일에 정말 열심이잖아. 한두푼씩 새는 돈을 모아보겠다고 목표도 세웠었고. 화나는 마음이 뭔지 이해돼.,2
그러니까! 근데 더 화나는 게 뭔지 알아? 같이 간 친구는 그걸 알면서도 나한테 얘기 안 해준 거 있지?,그럼 친구는 혼자서 장바구니를 챙겨간 거야? 네가 너무 배신당한 느낌이 들었겠다.,2
계산할 때 친구가 장바구니를 딱 꺼내는데 누가 내 뒤통수를 퍽 친 것처럼 멍해지더라. 어떻게 혼자만 챙겨올 수가 있어! 서로 잊는 것 같으면 알려주자고 약속도 했었단 말이야!,네가 진짜 당황스럽고 화가 머리끝까지 날 만한 상황이었겠다. 약속도 했는데 그러면 너무 서운하지. 친구는 그 상황에서 뭐라고 해?,2
그래서 내가 왜 너 혼자 챙겼냐면서 따지니까 당연히 가져올 줄 알았다면서 되레 화내더라. 정말 어이가 없었어.,"네가 그렇게 느낄 수밖에 없겠다. 친구가 약속을 어기고 화도 내, 돈은 돈대로 내. 내가 네 상황이었어도 충분히 화나고 억울했을 것 같거든.",2
결국 나만 내지 않아도 될 돈을 내니까 손해 본 느낌이어서 기분이 아주 안 좋더라고.,네 마음 충분히 이해가. 하지만 친구 말대로 일부러 너를 곤란하게 만들려고 그랬던 건 아닐 거야. 친구도 충분히 네게 미안해하고 있을 것 같으니 마음을 좀 평온하게 다스려보는 건 어떨까?,1
"뭐, 집에 가는 길에 친구가 미리 말 못 해줘서 미안하다고 사과하기는 하더라고.",그러니까 그만 화 풀어. 오히려 앞으로는 장을 볼 때 장바구니를 챙겨야 한다는 깨달음을 얻은 거잖아. 우리 긍정적으로 생각해보면 어떨까?,1
하긴. 원래는 내가 친구처럼 스스로 챙겼어야 하는 거니까. 다음부터 안 그러면 되지.,맞아. 한번 실수한 건 다음번에 만회하면 되는 거잖아. 역시 힘든 일이나 화나는 일이 있어도 긍정적인 마인드를 가진 네가 너무 자랑스럽다!,2
저 지금 여행 중인 거 아시죠? 그런데 정말 가족들이 너무 한 것 같아요. 하루에 운전을 거의 5시간 넘게 하는데 아무도 신경도 안 써주는 거 같아 너무 상처받았어요.,"어머, 그러셨군요. 정말 힘드시겠어요. 그런데 그 공을 아무도 알아주지 않으니 마음에 상처가 된 거군요?",0
맞아요. 바로 그거예요. 아무도 나를 고마워하지도 않는 것 같고. 불평만 늘어놓고. 나를 생각해주는 사람은 가족 중에 아무도 없는 것 같아 너무 마음에 상처가 되네요.,그렇게 힘들게 운전을 온종일 하며 얼마나 힘드셨겠어요. 그런데 아무도 고맙다는 표현을 하지 않으니 얼마나 속상하셨을지 짐작이 가고도 남아요.,2
"가족들, 특히 아내는 저를 그냥 도구로 보는 것 같아요. 돈 벌어다 주는 도구나 운전해주는 도구요. 더 이상 저에게 애정이 있는 건지 도무지 알 수가 없어요.",그런 생각이 들 수 있어요. 나는 계속 노력하는 데 아무도 그 노력에 대한 인정이나 감사가 없으면 그 누구라도 상처받기 마련이에요.,2
맞아요. 밑 빠진 독에 물 붓는 느낌이랄까. 뭔가 채워지지 않는 느낌이에요.,그런 생각까지 하셨군요. 본인의 노력이 가족들에게 만족감을 주지 못한다고 느끼시니 얼마나 마음이 아프셨겠어요.,2
그래도 저는 가족을 사랑하는 사람이니 계속 이렇게 살겠지만 그래도 때로는 너무하다 생각이 들곤 해요. 와이프도 아예 운전을 나눠서 하려는 시도조차 없어요. 제가 고생하는 게 당연하다 느껴지나 서운하기도 해요.,정말 가족을 많이 사랑하시는 게 느껴져서 감동되네요. 힘드시면서도 계속 가족을 위해 노력하려는 모습이 얼마나 멋지신지 아세요? 사실 가족들도 속으로는 고마워하고 있을 거예요.,2
너무나 서운했는지 마음이 아프다 못해 숨쉬기 답답해지더라고요. 그런데 그렇게 말씀해 주시니 마음이 조금 풀리네요.,"너무 마음에 두지 마시고 본인의 노력에 대해 스스로 자랑스럽게 생각하시는 것도 좋을 것 같아요. 아무나 할 수 없는 일을 하고 계신 거니까요. 가족들도 표현을 안 해서 그렇지, 마음속으로는 깊이 고마워하고 있을 거예요.",2
네. 다들 어색해서 표현은 잘하지 못하지만 절 사랑한다는 건 알아요.,때로는 익숙해서 당연하게 느껴지지만 그렇다고 해서 고마움을 모르거나 사랑하지 않는 건 아닐 거예요. 그리고 어색하더라도 먼저 표현해보시는 노력도 좋을 것 같아요. 고마운 마음은 때론 먼저 표현하기가 너무 힘든 법이니까요.,2
어제 공원에 산책을 나갔는데 글쎄 눈앞에서 고양이를 딱 만났지 뭐야.,너 어릴 때부터 고양이 무서워했잖아. 많이 놀랐겠다.,2
"응, 얼마나 깜짝 놀랐는지... 머리털이 쭈뼛 서는 거 같더라구.",어릴 때처럼 그 자리에서 얼음땡 하고 움직이지도 못한 건 아니지?,0
"그 정도는 아닌데, 하여튼 무서웠어. 근데 언니도 고양이 무서워하지 않았어? 지금도 그래?",난 지금은 안 무서워. 반려견보다 반려묘를 하나 들이고 싶은 정도인걸.,2
어머나! 언니가 고양이 키우면 난 언니네 집에 못 갈 거야!,네가 아직까지 고양이를 피하려고만 하니까 무서움이 자동반사적으로 올라오는 거 같아. 이참에 극복해보면 어떨까?,1
"나도 고양이를 볼 때마다 무서워하고 피하고 싶진 않은데, 그게 어떻게 극복이 돼?","일단 고양이는 사람을 해치지 않아. 힘들겠지만 공원에서 만날 때마다 눈을 마주치고 안녕 하고 말을 걸어봐. 네가 호의적으로 대하면 냥이도 호의적이고, 네가 경계하면 냥이도 경계하는 거야.",1
언니도 그렇게 해서 무서움을 극복했어?,응. 나도 친구처럼 편견 없이 말도 걸고 관심 있게 살펴보다 보니 고양이가 얼마나 매력 있는 동물인지 알게 된 거 같아.,2
"하긴, 고양이 키우는 사람들은 고양이랑 정말 친구처럼 지내는 거 같더라. 그건 좀 부럽긴 해.",마음을 열면 너도 그렇게 고양이 친구를 만들 수 있어.,2
어떻게 마음을 열어?,"고양이를 볼 때 두려워하는 마음은 습관일 뿐 별다른 이유도, 실체도 없어. 그냥 막연히 두려워하는 거지. 고양이 보고 도망가지 않고 대면하는 횟수가 늘면 자연스레 두려움이 줄어들게 될 거야.",1
공포로부터 도망치면 영원히 그 공포에서 못 벗어난다는 말이네?,"맞아, 바로 그거야.",0
알겠어. 내일부터 공원에서 고양이를 딱 마주쳐도 피하지 않고 말 걸어 인사해볼게.,고양이를 보고도 떨지 않을 때까지 이 언니가 응원할게. 파이팅!,2
"엄마, 저 아직 혼인신고를 안 했어요. 왜 이렇게 망설여지는지 저도 제 마음을 모르겠어요.",시작하는 모든 존재는 늘 아프고 불안하기 마련이란다. 무엇이 너를 불안하게 하는지 잘 생각해 보렴. 결혼한 지 꽤 되었는데 아직 확신이 안 서는 거니?,1
아내가 혼인신고를 하러 가자고 하는데 제가 자꾸 미루니까 결국 화를 내서 싸우고 말았어요. 제가 아내에게 상처를 준 것 같아 너무 괴로워요.,혼인신고를 통해 법적인 부부가 된다는 건 정말 부부가 되는 실감을 너에게 안겨줄 거야. 서로 합의한 게 아닌 너 혼자 미루는 건 아내에게도 너에게도 상처가 된단다.,2
저도 당연히 해야 한다는 걸 아는데 혼인신고를 하는 게 왜 이렇게 부담스러울까요.,한 가정을 책임져야 한다는 걸 확정하는 것만 같아 부담스러운 마음이 들 수 있겠지. 엄마는 이해한단다. 하지만 너를 사랑하고 너와 평생을 함께하려고 결혼한 아내는 이해 못 할 수 있어.,2
너무나 좋은 아내이고 결혼 생활도 만족스러워요. 그래도 1년은 살아보고 신고해야 하지 않느냐고 생각하는 이기적인 마음이 저를 못살게 괴롭혀요.,그런 마음은 너도 아내도 똑같을 거야. 엄마는 네가 이렇게 자기 자신에게 상처를 주면서 미루는 게 더 힘들어 보이는구나. 이제 네 마음은 그만 괴롭히고 네가 행복한 결정을 내렸으면 좋겠어.,1
네. 엄마. 주변에서 자꾸 혼인신고를 최대한 늦게 하라고 하는 말에 한심하게 휘둘리고 있는 것 같아요.,네가 선택한 결혼에 다른 사람이 아닌 너의 확신이 제일 중요하잖아. 널 힘들게 하는 말들은 가끔은 그저 듣고 넘기는 것도 필요해. 이제 불안한 마음은 떨치고 어떻게 더 행복하게 살까 생각하면 네 그런 고민은 사라질 거야.,1
네. 엄마. 정말 정신이 번쩍 들어요. 행복하게 잘 살려고 결혼하고 왜 만약의 경우만을 생각했나 모르겠네요. 정말 저의 미래의 그림을 그려야겠어요.,행복하게 보내도 짧기만 한 신혼생활이잖아. 너의 행복한 순간들을 괜한 걱정과 불안으로 망치지 않았으면 좋겠다.,1
그렇게 할게요. 엄마가 걱정하지 않게 행복한 모습만 보여드리게 노력할게요. 아내와 오늘 화해도 하고 혼인신고도 해야겠어요.,그래. 잘 생각했어. 너의 인생이지만 이제 아내와 함께하는 인생이니만큼 서로의 기분을 이해하고 항상 배려하는 멋진 남편이 되렴.,1
자기야 나 오늘 회식 때 너무 당황스러웠어. 내일이 주말인데 회식 생각만하면 하나도 기쁘지가 않아.,자기가 준비 한다고 했던 회식이었잖아. 무슨 일 있었어?,0
부장님이 알레르기가 많으셔서 메뉴를 맞춰서 미리 주문했었거든. 그런데 막상 가니까 주문한 요리가 아니라 다른 음식이 나왔어. 모두 다 어리둥절한 눈으로 나만 보는데 당혹스러워서 혼났어.,"일부러 따로 주문 되는 곳으로 예약했는데, 식당 측에서 그런 실수를 하다니 너무 당황스러웠겠다. 자기 잘못도 아닌데 괜히 자기가 고생했네.",2
"난 분명 여러 번 확인했는데, 내가 꼼꼼하지 못한 사람이 되어버린 것 같아. 급하게 부장님 것만 다시 주문했는데 음식 기다리는 동안 밥이 코로 넘어가는지 입으로 넘어가는지도 모르겠더라.","안그래도 꼼꼼한 사람인데, 얼마나 신경썼을지 안봐도 다 알지. 다른 직원들도 자기 잘못이 아닌 걸 알고 있을테니 너무 마음 쓸 것 없어.",1
괜히 부장님한테 미운털 박힌 건 아닐까? 너무 당황해서 부장님께 상황 설명도 제대로 못하고 그냥 앉아있기만 했어.,"자기 실수가 아닌데 굳이 나서서 변명할 필요 없지, 괜찮으니 걱정하지 마. 그리고 부장님 음식도 바로 다시 주문하고 잘 대처했는걸? 이런 일로 자기를 안 좋게 평가할 리가 없으니 안심해도 될 것 같아.",1
그날 회식 분위기를 내가 다 망친 것 같아서 안절부절 못 하고 있었는데. 그렇게 말 해주니 마음이 좀 진정이 된다.,"자기가 워낙에 책임감이 강하고, 뭐든 완벽하게 하고 싶어 하니까 그런 마음이 드는 것도 이해돼. 하지만 또 그런 사람이라서 부장님도 자기 실수라고 생각하지 않으실 거야. 자기가 일 하는 걸 누구보다 가까이서 보신 분이잖아.",2
"맞아, 그날 아무도 나에게 뭐라고 하지 않았는데 나 혼자 너무 신경 썼나 봐. 마음이 한결 가볍다.","일도 하고 회식도 준비 하느라 고생했는데, 털어버리고 편안하게 휴일 보냈으면 좋겠어.",1
"고마워, 덕분에 좀 후련하게 주말을 보낼 수 있을 것 같아.",다행이다. 얼른 푹 쉬어.,0
"자기야, 요즘 내가 단 음식을 먹지 않고 있어. 내 자신이 자랑스러울 정도로 너무 기뻐.","그래, 회사에서 실시한 건강 검진 결과에 놀랐었는데, 잘 참고 견뎌줘서 자기에게 너무 감사하고 있어.",2
한동안 금단 현상도 있고 해서 내가 단 음식 끊는 거에 실패할 줄 알았어. 회사에서 집중력도 떨어지고 긴장감도 심해져서 고생했었거든.,집중력이 떨어질 정도로 힘든 줄은 몰랐네. 나도 가끔 자기가 힘들어하는 모습 보면서 안타까웠었는데 정말 잘했어.,2
얼마 전에는 사장님 모시고 하는 회의장에서 큰 실수를 할 뻔하기도 했어. 다행히 동료가 기록해 준 회의록 보면서 위기를 넘겼어.,그때마다 단 음식을 먹고 싶었을 텐데 먹지 않고 잘 견뎠구나. 이번에는 자기가 마음을 단단히 먹은 것 같아서 너무 기뻐.,2
맞아. 다른 때에도 이런 일들이 있었어. 그럴 때마다 한 번은 괜찮겠지 하면서 다시 단 음식을 먹은 것 같아.,그때 내가 더 적극적으로 말렸어야 하는데 그러지 않은 것도 정말 미안하게 생각해. 자기가 힘들어 하면 나도 힘드니까 그냥 넘어간 것 같아.,2
건강 검진 결과를 얘기해 주시던 의사 선생님의 말이 아직도 생생해. 계속 단 음식을 먹게 되면 당뇨 수치가 올라가서 더 이상 후회해도 어쩔 수 없어요. 젊은 나이에 당뇨병으로 고생할 수 없잖아요. 라고 하셨거든.,그렇게 단호하게 얘기해 주셔서 정말 감사하네. 그렇지 않았다면 아직도 단 음식을 끊지 못했을 거야.,2
맞아. 나도 이번에는 단단히 마음 먹지 않으면 건강에 큰 문제가 생기겠구나 싶었어. 그래서 정말 힘들게 참았는데 잘 참은 것 같아서 기뻐.,그런 생각을 한 것 만으로도 반은 성공한 건데 이렇게 실천하고 있으니 자기는 성공한 거야.,2
앞으로도 계속 자기가 옆에서 격려해 주면 더 잘 참을 수 있을 것 같아.,물론이지. 얼마든지 같이 격려해 주고 힘이 되도록 노력할게. 같이 노력해서 성공하도록 하자.,1
"자기야, 나 출근하다가 큰일 날뻔했어. 아니, 사람들이 왜 이렇게 안전 불감증이야. 지금 생각해도 울화가 치민다.",혹시 사고 난 거야? 어디 다치지는 않은 거지? 나 자기 출퇴근 멀리하는 거 안 그래도 걱정되고 신경 쓰여.,2
